,sentiments,user,tweet,hashtag,player
17260,POSITIVE,SuburbanDad01,#THECIRCLE #TheCircleNetflix #thecircleseason4 I KNOW THATS RIGHT,"['THECIRCLE', 'TheCircleNetflix', 'thecircleseason4']",set()
17261,NEGATIVE,SuburbanDad01,#TheCircleNetflix #THECIRCLE #thecircleseason4 Episode 4: Nathan aka Alex giving me this vibes on his BRO chat https://t.co/jiDwC3ghrf,"['TheCircleNetflix', 'THECIRCLE', 'thecircleseason4']",{'playerten'}
17262,POSITIVE,JealousLtd,Not sure how the #THECIRCLE got the @spicegirls but it's great tv. Also Paul's daughter chatting up Carol's son was weird.,['THECIRCLE'],set()
17263,NEGATIVE,TvKhaleesi,This season of #TheCircle has a good cast. If I was Paul I would wonder if the money I am spending on college is being used well by his daughter. She is so stupid😭. And Spice Girls!!! They were really good in how they stirred the pot and pointed fingers  at others,['TheCircle'],"{'playereight', 'playerseven'}"
17264,NEGATIVE,sophstar007,Everytime I watch #TheCircle I always think about what photos I would let them use and then I’m like I’m so ugly and I’ve gained weight so those poor people would be catfished without me being someone else dnsjnfjsndjdjdj.,['TheCircle'],set()
17265,POSITIVE,AshqelynnAyers,Loving this season. #thecircle,['thecircle'],set()
17266,NEGATIVE,ForcesNews,"A @BritishArmy Corporal is hiking 185km with a medicine ball to signify the ""invisible burden"" of mental health.

@NatalyaPlatono, who won #TheCircle, is taking on the challenge to raise money for @CombatStress and @Soldierscharity. 

More here👇
https://t.co/QhSnsZDR5H",['TheCircle'],set()
17267,NEGATIVE,listening_loud,Interesting that Michelle chose to visit Ava…personally I would’ve chosen someone else so someone else would know that I was the actual Michelle…idk I would want to choose pure chaos before being kicked out of the game lol #TheCircleNetflix #THECIRCLE,"['TheCircleNetflix', 'THECIRCLE']",set()
17268,NEGATIVE,kissmeat6,Nota: Prefiero los jugadores que no hacen catfish en #TheCircle e intentan mostrarse tal y como son. 😇 | 90’s party is my religion. 🙏🏼 | “But who do you think we are? Catch us if you can!”. 😍 https://t.co/49k9QpAGUR,['TheCircle'],set()
17269,POSITIVE,Alba_MesCuDi,Yu ling is so cute #TheCircle,['TheCircle'],{'playertwo'}
17270,POSITIVE,Abbieferguson1,I love that #thecircle shake it up each time,['thecircle'],set()
17271,NEGATIVE,JayDaSmiff,GET INTO A SPICE GIRL CONVERSATION WITH THE SPICE GIRLS! #spicegirls #TheCircleNetflix #Thecircle https://t.co/O7P2E5ht0Z,"['spicegirls', 'TheCircleNetflix', 'Thecircle']",{'playereight'}
17272,POSITIVE,leunam_sotam,This season of @CircleNetflix is so good so far. And having Baby and Scary spice is an extra umph! #TheCircle,['TheCircle'],{'playereight'}
17273,POSITIVE,silkejasso,They Spice Girls being in the new season of #TheCircle is the best thing Netflix has ever done.,['TheCircle'],{'playereight'}
17274,NEGATIVE,JayDaSmiff,"I’m a fan of Rachel, I’m not sure about Alex yet, but don’t think anything bad. This cast so far 👌🏾👌🏾👌🏾#TheCircleNetflix #TheCircle","['TheCircleNetflix', 'TheCircle']",{'playerten'}
17275,NEGATIVE,Kimberlykokourt,"Counting Down To May 11, 2022 For #TheCircle To Resume The Show On @netflix #Netflix @CircleNetflix https://t.co/zdNGkofry0","['TheCircle', 'Netflix']",set()
17276,POSITIVE,xoxojustine7,Yu Ling is SOOO pretty 😍#THECIRCLE,['THECIRCLE'],{'playertwo'}
17277,POSITIVE,ladyjazmana,The Spice Girls are next level good at playing the game! Television gold *send message* #THECIRCLE,['THECIRCLE'],{'playereight'}
17278,POSITIVE,missxromy2,Spice girls in The Circle 😱 #TheCircleNetflix #THECIRCLE,"['TheCircleNetflix', 'THECIRCLE']",{'playereight'}
17279,NEGATIVE,lixo_feio,passando mal com a baby spice e a scary spice no #thecircle,['thecircle'],{'playereight'}
17280,POSITIVE,AshqelynnAyers,The Spice Girls are too cute! #thecircle I will forever love Mel B.,['thecircle'],{'playereight'}
17281,NEGATIVE,itsMandaPanda,"Watching #THECIRCLE and this girl doesn’t know who Rod Stewart is. She thought he was a made up musician 🤦🏻‍♀️ She also didn’t know what the word memoir meant either though, so 💁🏻‍♀️😂",['THECIRCLE'],{'playereight'}
17282,NEGATIVE,Ronnie21534313,Can anyone refresh my memory as to what happened between Terilisha and Savannah on Season 2 of The Circle? And what Courtney’s place was in all of that? #TheCircleNetflix #TheCircle https://t.co/ligemAwY9W,"['TheCircleNetflix', 'TheCircle']",set()
17283,NEGATIVE,JONCOOK1979,#TheCircleNetflix Alyssa going in as herself but her photos are so heavily filtered she may as well be a catfish. #Netflix #thecircle,"['TheCircleNetflix', 'Netflix', 'thecircle']",{'playerf'}
17284,NEGATIVE,lyss_bomb,Omgggggg Trevor making an appearance on the #TheCircle yaaaass @Leesa_Unique,['TheCircle'],set()
17285,POSITIVE,itsnae_bitxh,"There’s a new #thecircle &amp; im sooooo excited!! 
My Sunday is set!",['thecircle'],set()
17286,NEGATIVE,BlindedByLust,Frank is giving me lifeeee this season. Please I need more of him 😭 #TheCircle,['TheCircle'],{'playeron'}
17287,POSITIVE,BritneyNoSpears,The #SpiceGirls being on #TheCircle is such a treat.,"['SpiceGirls', 'TheCircle']",set()
17288,NEGATIVE,MusicEternal1,"Music Video:
The Circle by Matt Steady

https://t.co/jjeTuReIP4

#Musiceternal #MattSteady #TheCircle #Closer #RockMusic #FolkRock #BluesRock #UnitedKingdom
@MattStoicSteady https://t.co/RsCEtwJ3Bi","['Musiceternal', 'MattSteady', 'TheCircle', 'Closer', 'RockMusic', 'FolkRock', 'BluesRock', 'UnitedKingdom']",set()
17289,NEGATIVE,Draven_Taylor,"Music Video:
The Circle by Matt Steady

https://t.co/zZaY60SQvS

#Musiceternal #MattSteady #TheCircle #Closer #RockMusic #FolkRock #BluesRock #UnitedKingdom https://t.co/gIG0Z8bKsU","['Musiceternal', 'MattSteady', 'TheCircle', 'Closer', 'RockMusic', 'FolkRock', 'BluesRock', 'UnitedKingdom']",set()
17290,NEGATIVE,thesundancesyd,"So…Bru from #TheCircle is the love child of Andy Samberg and Shawn Mendes, right? Right?",['TheCircle'],set()
17291,NEGATIVE,thechanelmuse,Either Yu Ling grew up watching a lot of That’s So Raven or she is the long lost sister of Raven Symoné because she sounds and speaks just like her with those same exaggerated facial expressions. #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",{'playertwo'}
17292,POSITIVE,thechanelmuse,Frank is very likable: funny and fun from the jump. Plus my girls Mel B and Emma are killing it in this game. The Scary and Baby Spice Show 💃🏽💃🏼. They’re all my faves. #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']","{'playeron', 'playereight'}"
17293,NEGATIVE,WineOhhhh,The Spice Girls?!?! #TheCircleNetflix #TheCircle https://t.co/BxAXDj0lD3,"['TheCircleNetflix', 'TheCircle']",{'playereight'}
17294,NEGATIVE,mehgancarter1,"Paul is getting read from head to toe omg 😂 , she was better off as playing her self cause wtf 😳 #Thecircle #thecircleseason4 #TheCircleNetflix","['Thecircle', 'thecircleseason4', 'TheCircleNetflix']",{'playerseven'}
17295,NEGATIVE,mehgancarter1,"Paul just needs to go home, it’s making me cringe 😬😂 #TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']",{'playerseven'}
17296,NEGATIVE,dawsonink,Wait. So #TheCircle is just gonna wile out like THIS? Yoooooooooo...,['TheCircle'],set()
17297,NEGATIVE,bigpeachenergy,I would do #TheCircle just for the chance to have a fully furnished apartment to myself for a little while.,['TheCircle'],set()
17298,POSITIVE,FeldyMNB,I think I’m really into the Spice Girls all over again watching #TheCircle ✌🏼,['TheCircle'],{'playereight'}
17299,POSITIVE,bigdre314,@StunninDeeva okay okay my impression was wrong which is rare but okay frank aint all that bad but you it did heat up still mild but i like shade they throwing #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']",{'playeron'}
17300,NEGATIVE,MichaelAusiello,.@TVLine's Quotes of the Week: #StarTrek #TheFlash #TheCircle #Girls5eva #Survivor and More https://t.co/FQZ804JTUt,"['StarTrek', 'TheFlash', 'TheCircle', 'Girls5eva', 'Survivor']",set()
17301,POSITIVE,maameAmax,I love crissa😭😭 #thecircle,['thecircle'],{'playerthr'}
17302,POSITIVE,gee_facts,This is a very interesting one here #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",set()
17303,NEGATIVE,SomaKazima,I couldn't be on #TheCircle I'd be naked &amp; ignoring everyone's messages,['TheCircle'],set()
17304,NEGATIVE,maameAmax,I’m screaminggg yu ming is short as hell she could barely reach the counter 😭 they should have made her home accessible #thecircle,['thecircle'],{'playertwo'}
17305,POSITIVE,heyitscoreyyy,I'm loving watching Baby Spice &amp; Scary Spice on #TheCircle so much 😅❤️,['TheCircle'],{'playereight'}
17306,NEGATIVE,theshelster1,I just want to know if all the plants on #TheCircle are real!,['TheCircle'],set()
17307,NEGATIVE,maameAmax,Frank giving Yu ling low because she hasn’t walked a red carpet is ass.. he’s a bad judge of character if that’s what he went with smh.  #TheCircle,['TheCircle'],"{'playertwo', 'playeron'}"
17308,POSITIVE,ladyjazmana,I can’t get over what brilliant television this is!! That 90s party reveal 😭 #TheCircle https://t.co/sunPO1cc9z,['TheCircle'],set()
17309,NEGATIVE,dawsonink,Not sure why I continue watching #TheCircle. But here I am... lol #NetflixandWill,"['TheCircle', 'NetflixandWill']",set()
17310,POSITIVE,aalexandrar1,I love how Mel B is forever in Cheetah #TheCircle,['TheCircle'],{'playereight'}
17311,NEGATIVE,_azizuldean,"what, Spice Girls joined #TheCircle S4 and jadi catfish haha.

new twist for this season, and aku perasan so far players semua org yg related with media, ada socmed influencer or yg kerja with that industry",['TheCircle'],{'playereight'}
17312,NEGATIVE,_twiterdoguinho,As Spice Girls no #TheCircle 🤩🤩🤩🤩,['TheCircle'],{'playereight'}
17313,NEGATIVE,RunBlogRun,"Read this thread on Mildred Harnack. A US citizen studying for her PhD in Germany, she and her husband formed an anti Nazi group #theCircle. At the direct order of Adolf Hiltler she was executed on Feb.16, 1943. https://t.co/cnbhICUeps",['theCircle'],set()
17314,POSITIVE,_blasianbarbie,Alyssa need to win like she be knowing lol I swear some spirit is guiding her in this game lol bc she so casually be right every time #TheCircle,['TheCircle'],{'playerf'}
17315,POSITIVE,aalexandrar1,the Spice Girls on #TheCircle catfishing is great TV. Thanks Netflix.,['TheCircle'],{'playereight'}
17316,NEGATIVE,kidlightyear,Wait are Mel and Emma gonna be gone next week?? #TheCircleNetflix #TheCircle,"['TheCircleNetflix', 'TheCircle']",{'playereight'}
17317,POSITIVE,TVLine,"Quotes of the Week: #StarTrek, #TheFlash, #TheCircle, #Girls5eva, #Survivor and More
https://t.co/88oMQlJKVh","['StarTrek', 'TheFlash', 'TheCircle', 'Girls5eva', 'Survivor']",set()
17318,POSITIVE,ladyb_bang,Yay #TheCircle is back!!,['TheCircle'],set()
17319,NEGATIVE,Eleanor94093302,"Miss girl was like I'm going in as a 56 year old man called Paul then pulled out the hottest 56 year old ever
#TheCircleNetflix #TheCircle #paultheCircle #Circle","['TheCircleNetflix', 'TheCircle', 'paultheCircle', 'Circle']","{'playereight', 'playerseven'}"
17320,POSITIVE,KenMrgentleman,I guess im weird cuz i never took a fake work day from work ever #TheCircleNetflix #TheCircle #TheCircle4,"['TheCircleNetflix', 'TheCircle', 'TheCircle4']",set()
17321,NEGATIVE,_revitalize,Very obsessed with @OfficialMelB &amp; @EmmaBunton on #TheCircle 🤍,['TheCircle'],set()
17322,POSITIVE,ladyjazmana,Remember how excited us British drongos were to have Richard Madeley and Fat Boy Slim &amp; Zoe Ball’s son on #TheCircle?! The American one is nuts! https://t.co/2bZugHNVUd,['TheCircle'],set()
17323,POSITIVE,NetflixLifee,"The current top 10 shows on Netflix:

1. #OzarkSeason4
2. #GraceAndFrankie
3. #MeltdownThreeMileIsland
4. #WelcomeToEden
5. #SellingSunset
6. #TheCircle
7. #Bridgerton
8. #TheMarkedHeart
9. #BullshitTheGameShow 
10. #Cocomelon","['OzarkSeason4', 'GraceAndFrankie', 'MeltdownThreeMileIsland', 'WelcomeToEden', 'SellingSunset', 'TheCircle', 'Bridgerton', 'TheMarkedHeart', 'BullshitTheGameShow', 'Cocomelon']",set()
17324,NEGATIVE,_Normski,Fake Carol in #TheCircle is hot,['TheCircle'],{'playerfour'}
17325,NEGATIVE,SeriesBooks,"Another season of #TheCircle, another round of “let’s block the catfish.”

Why do people feel the need to do that? Who’s a catfish isn’t important—it’s whether they are good alliance partners and will have your back.

This isn’t a difficult concept, people. https://t.co/asCEVZdgA4",['TheCircle'],set()
17326,NEGATIVE,TheOliverDay,@OfficialMelB Screaming that Alyssa is a catfish 😂😂😂 I can’t get enough!! And would honestly be doing the same in Mel &amp; Em’s position 😅😅 #TheCircle #TheCircleNetflix let’s go !!#TeamScaryBaby,"['TheCircle', 'TheCircleNetflix', 'TeamScaryBaby']","{'playerf', 'playereight'}"
17327,POSITIVE,PaulHi,Mel B and Emma Bunton bringing the exact level of chaotic energy to #TheCircle I was hoping for. ❤️,['TheCircle'],{'playereight'}
17328,NEGATIVE,mad__ethnic,About to start s4 of #TheCircle I’m hoping this season is less disappointing 🤞🏽,['TheCircle'],set()
17329,NEGATIVE,helsbelz11,💕I aced that #SpiceGirls Quiz so that’s an A+ for me 🥇✏️ @CircleNetflix 🤩👊🏻 @EmmaBunton @OfficialMelB #TheCircle #SpiceGirlsQuiz #Quiz #GirlPower #SpiceUpYourLife https://t.co/Gjz1nWEzhW,"['SpiceGirls', 'TheCircle', 'SpiceGirlsQuiz', 'Quiz', 'GirlPower', 'SpiceUpYourLife']",set()
17330,NEGATIVE,scottcawson,"This week, the house boss with hotsauce and I revisited #TheCircle.  Even the Spice Girls can't make that show better.",['TheCircle'],{'playereight'}
17331,POSITIVE,MichaelEvan72,Two @spicegirls on @netflix season 4 of #TheCircle. This is going to be awesome. https://t.co/iChw0ihuGl,['TheCircle'],set()
17332,NEGATIVE,SharionSade,"I liked Alyssa at first but by ep 3 she became annoying. 

#TheCircle #TheCircleNetflix","['TheCircle', 'TheCircleNetflix']",{'playerf'}
17333,POSITIVE,kamili064,The Spice Girls are truly carrying this season #TheCircle #TheCircleNetflix,"['TheCircle', 'TheCircleNetflix']",{'playereight'}
17334,NEGATIVE,Luminary_Wings,Idk how @netflix determines who goes on #TheCircle but I wanna go on there. Me and my tarot cards lol,['TheCircle'],set()
17335,POSITIVE,Shineyamanda21,"I love this man. Winner is my reason. Keep us going, Captain!

@official_yoon_ #SEUNGYOON #yoon #TheCircle #innercircle #WINNER #WINNER2022Concert https://t.co/XHcUmFYCIJ","['SEUNGYOON', 'yoon', 'TheCircle', 'innercircle', 'WINNER', 'WINNER2022Concert']",set()
17336,NEGATIVE,JayeDaVaughn,@TheNuKidd Just finished #theCircle on Netflix ! Wyd awake .. it’s kinda wake up time,['theCircle'],set()
17337,POSITIVE,AntmanReality,Bossy Spice #TheCircle,['TheCircle'],{'playereight'}
17338,NEGATIVE,BenjaBitch,So Episode 1 and we stan for Frank so far! #TittiesAndTequila #TheCircle #TheCircleNetflix,"['TittiesAndTequila', 'TheCircle', 'TheCircleNetflix']",{'playeron'}
17339,NEGATIVE,Simmelina1,"Watching delayed stream of WINNER concert #TheCircle
#WINNER2022Concert @yg_winnercity","['TheCircle', 'WINNER2022Concert']",set()
17340,NEGATIVE,Lollyx_o,"SPICE GIRLD AHHHH

#TheCircle #TheCircleNetflix https://t.co/9VECnBc7hO","['TheCircle', 'TheCircleNetflix']",{'playereight'}
17341,NEGATIVE,Ashapaloooza,"Can I say I'm just SO HERE FOR MEL B AND EMMA ON #TheCircle. They're greattttttt and so messy! @noJOEkingaround 
#TheCircleNetflix 
#StirringThePot
#ALittleSprinkleALittleSpice","['TheCircle', 'TheCircleNetflix', 'StirringThePot', 'ALittleSprinkleALittleSpice']",{'playereight'}
17342,POSITIVE,gnrssxx,#WINNER2022Concert #TheCircle last replay 😭💙,"['WINNER2022Concert', 'TheCircle']",set()
17343,POSITIVE,harerg_,"We are absolutely eating up all the Spice Girls action in this season of #TheCircleNetflix ! There's talk of another reunion tour next year, and I N E E D it. 

#TheCircle #SpiceUpYourLife","['TheCircleNetflix', 'TheCircle', 'SpiceUpYourLife']",{'playereight'}
17344,NEGATIVE,Lollyx_o,About to start the new season of #TheCircle ⭕️ https://t.co/gxRYEy9tGv,['TheCircle'],set()
17345,NEGATIVE,R0yalZe,Nothing beats season 1 of #TheCircle 🥴,['TheCircle'],set()
17346,NEGATIVE,gilsery,"Just started watching the new season of #TheCircle &amp; all I could think of while watching Yu Ling in ep
 1 was ""Hot Dog On A Stick called; they want their uniform back! 😯😁",['TheCircle'],{'playertwo'}
17347,POSITIVE,its_TOMIWA,Emma and Mel B are so cute to watch in #TheCircle! Love their banter and bickering!,['TheCircle'],{'playereight'}
17348,NEGATIVE,FelizTheone,Watched #TheCircle &amp; that connection!!! #smallandspicy from Alyssas bio and juuust so happens the #SpiceGirls are in the CIRCLE! I think she accidentally manifested the spice girls 🤷🏽‍♀️ lol #universe #theforce #whoFromTheCircleManifestedSpiceGirls #teachme 😂 #TheCircleNetflix,"['TheCircle', 'smallandspicy', 'SpiceGirls', 'universe', 'theforce', 'whoFromTheCircleManifestedSpiceGirls', 'teachme', 'TheCircleNetflix']",{'playereight'}
17349,NEGATIVE,ThisisSizinz,How expensive are those tiny dogs like Mel B’s 🥺 #TheCircle,['TheCircle'],{'playereight'}
17350,POSITIVE,inezzzaaa,"THE SPICE GIRLS?????!. #thecircle

i love this show so much, i want to be a player",['thecircle'],{'playereight'}
17351,NEGATIVE,letskie25_,ok next stand by for #WINNER #TheCircle 2022 concert replay streming 💙. https://t.co/2j0VpZOCw9,"['WINNER', 'TheCircle']",set()
17352,NEGATIVE,cleavagequeen17,She should definitely not be playing her dad. She’s awful 😂 #TheCircle,['TheCircle'],set()
17353,POSITIVE,kikilongbottom,"I feel like they’re all a vibe, I like them all! #thecircle",['thecircle'],set()
17354,NEGATIVE,kikilongbottom,Not “Paul” exposing himself early on 🫠 #thecircle,['thecircle'],{'playerseven'}
17355,NEGATIVE,estephaniiaa_,Mel B left @AGT for @CircleNetflix lol #TheCircleNetflix #THECIRCLE,"['TheCircleNetflix', 'THECIRCLE']",{'playereight'}
17356,POSITIVE,GirlBb20,"Finally started the new season of #TheCircle and loving the #SpiceGirls twist
Can't stop smiling 😁","['TheCircle', 'SpiceGirls']",set()
17357,NEGATIVE,CuteLittleDoll_,Has anyone been watching the new season? 👀 #TheCircle,['TheCircle'],set()
17358,NEGATIVE,samygeefox,Everyone should have a vulva pillow #thecircle,['thecircle'],set()
17359,POSITIVE,IceBergThicc,Bout to watch this new season #TheCircle  @CircleNetflix https://t.co/YvikWAkdy4,['TheCircle'],set()
17360,NEGATIVE,FellatioAlger,"Child, why is Alicia Keys on #TheCircle?",['TheCircle'],set()
17361,POSITIVE,chinitoplayer,Bru looks fine as hell. #TheCircle,['TheCircle'],{'playersix'}
17362,NEGATIVE,MMediMedia,"WHO WE LIKE AND WHO WE DISLIKE: ANY RACIST? Netflix’s “The Circle” Season 4 Part 1 Review!
 #TheCircleNetflix #TheCircle https://t.co/Dpxi5oxa1j","['TheCircleNetflix', 'TheCircle']",set()
17363,NEGATIVE,MMediMedia,Netflix’s “The Circle” Season 2 Winner DeLeesa Throws Shade At Terilisha Over Speaking About Trevor #TheCircleNetflix #TheCircle #thecircleseason4 #TheCircle4 https://t.co/PaY4Mayam9,"['TheCircleNetflix', 'TheCircle', 'thecircleseason4', 'TheCircle4']",set()
17364,NEGATIVE,realitytitbit,"Still a 'goofball.' 😂

#TheCircleNetflix #TheCircle 

https://t.co/ud6VBNnxVa","['TheCircleNetflix', 'TheCircle']",set()
17365,NEGATIVE,BlueJayGal,I feel like the spice girl catfish is not going to go well 😂 #TheCircle,['TheCircle'],{'playereight'}
17366,POSITIVE,jlnesvold,"@OfficialMelB @EmmaBunton You 2 (two) are the least annoying people to ever play #TheCircle. Also, you're the two (2) best Spice Girls.",['TheCircle'],{'playereight'}
17367,NEGATIVE,KelliAnna,Mel B was dead ass mad that Frankie knew it was them 😂😂😂😂😂 #THECIRCLE,['THECIRCLE'],{'playereight'}
17368,POSITIVE,samygeefox,The circle is BACK. And each time I wanna decorate my place like these apartments 😂 #TheCircle,['TheCircle'],set()
17369,POSITIVE,SpicyenoughP,#thecircle that girl #parker is a skank wow,"['thecircle', 'parker']",{'playereight'}
17370,NEGATIVE,preeLALA,the spice girls?! LMFAOOO WHY THOUGH #TheCircle,['TheCircle'],{'playereight'}
17371,POSITIVE,blackgirlinmain,"Watching #TheCircle without the teen isn’t as fun, besides these folks are kinda wack.",['TheCircle'],set()
17372,NEGATIVE,preeLALA,John’s reaction the sex/vagina conversation 😭😭😭 #TheCircle,['TheCircle'],set()
17373,NEGATIVE,monty9132,"Can @Channel4 bring back the UK version of #thecircle pleeease? Americans are annoying and all are influencer wannabes. Parker is an insufferable person, Paul must be so disappointed 🤢 #TheCircleNetflix

Remember the glory days with Tim? 😢","['thecircle', 'TheCircleNetflix']",{'playerseven'}
17374,NEGATIVE,preeLALA,OMG she is playing Paul TERRIBLY #TheCircle https://t.co/keIqoiWvVI,['TheCircle'],{'playerseven'}
17375,POSITIVE,GlennDeLaCreme,"TBF, Josh looks like the kind of guy that finishes first.  A lot.  #TheCircle",['TheCircle'],set()
17376,NEGATIVE,preeLALA,the girl playing Paul is stupid af 😭 got this old ass man in the circle chat asking what a memoir is … Paul better go home first #TheCircle,['TheCircle'],"{'playereight', 'playerseven'}"
17377,NEGATIVE,ericaeff,Carol outing her/himself???? Hello????? #TheCircle,['TheCircle'],{'playerfour'}
17378,NEGATIVE,MadeInNeauxLa,I just made it to the end of episode 1 of The Circle and I'm so glad I saw no spoilers. 12 year old me is screaming rn! #THECIRCLE #TheCircle4 #TheCircleNetflix,"['THECIRCLE', 'TheCircle4', 'TheCircleNetflix']",set()
17379,POSITIVE,preeLALA,"so, immediately I don’t like that so many of the ppl chosen for this season have social media based careers. but I’ll see … #TheCircle",['TheCircle'],set()
17380,POSITIVE,Jaqxiboo,#thecircle s4ep4 #nevergiveuponthegoodtimes DAY 1’Z KNOW EVERY SONG MEL B!!!!!!!!!,"['thecircle', 'nevergiveuponthegoodtimes']",{'playereight'}
17381,NEGATIVE,loosewendy,"#TheCircle just referred to a ‘90s party as “time to go retro” and, frankly, that hurt my feelings.",['TheCircle'],set()
17382,POSITIVE,preeLALA,okay let me finally get started on this new season of #TheCircle,['TheCircle'],set()
17383,NEGATIVE,stillcantdrive,"ok after Frank this guy pretending to be his mom and then starting a girl's chat where they immediately start talking about sex is my second favourite im crying 😭
#thecircle https://t.co/yRgCx9WqaJ",['thecircle'],{'playeron'}
17384,POSITIVE,_RealJessAmore_,There’s a new season of #THECIRCLE out!! #TheCircleNetflix,"['THECIRCLE', 'TheCircleNetflix']",set()
17385,NEGATIVE,jtbtweetin,Everyone on #thecircle shocked when an (alleged) children's book author says anything above PG has never known anyone in kidlit lmao,['thecircle'],set()
17386,POSITIVE,no1cares222,I new something looked kinda familiar.  That outfit .. #THECIRCLE #TheCircleNetflix  #thecircleyuling https://t.co/ejyt2QBB2a,"['THECIRCLE', 'TheCircleNetflix', 'thecircleyuling']",set()
17387,POSITIVE,seattlerams_nfl,I’m 2 minutes into the #TheCircle Season 4 and I love Frank!!,['TheCircle'],set()
17388,NEGATIVE,ericaeff,Not “welcome to my fun-filled world” as the bio 🙈 SOS #TheCircle,['TheCircle'],set()
17389,NEGATIVE,racooned,Same girl. Rofl #thecircle https://t.co/9DANNtEaWs,['thecircle'],set()
17390,NEGATIVE,BSBRepeat,"I ❤️ #TheCircle! 
""AUBERGINE EMOJI!!!😂🤣😜
#ThefreakinSPICEGIRLS 
#YulingIsMyFave","['TheCircle', 'ThefreakinSPICEGIRLS', 'YulingIsMyFave']",set()
17391,POSITIVE,decider,"You'll find that #TheCircle Season 4 is still as addictive and, most importantly, fun as it's ever been: https://t.co/zuPujGcQTS https://t.co/IZWhGFDHpY",['TheCircle'],set()
17392,NEGATIVE,stillcantdrive,"oh god there is a woman with a vuvla pillow why do i already hate her oH MY GOD SHES A SEX COACH ??? BY,E
#THECIRCLE",['THECIRCLE'],set()
17393,NEGATIVE,soleilsays,paul’s daughter is very dramatic about this block. should’ve played a better game. #TheCircle,['TheCircle'],set()
17394,POSITIVE,stillcantdrive,"ok i might occasionally livetweet while i watch but ill keep it all here in a thread

anyway
Im in love with Frank i havent seen any other contestants yet but i want this man to win his personality is making me less depressed i s2g
#THECIRCLE",['THECIRCLE'],{'playeron'}
17395,NEGATIVE,ThatGuyYus,People on #TheCircle are hashtagging entire paragraphs and shit. Do any of them know what a hash tag is for?,['TheCircle'],set()
17396,POSITIVE,KelliAnna,"Idc idc I want Trevor, the real one to win ! I like to died when I saw him #THECIRCLE https://t.co/Bp95NZ2J1s",['THECIRCLE'],set()
17397,POSITIVE,SeanRobbins13,Y’ALL #TheCircle got good this season!,['TheCircle'],set()
17398,POSITIVE,MessyBBFan,"“i’m a bruitto” yes you are, sweetie #thecircle",['thecircle'],set()
17399,POSITIVE,realitytitbit,"He has such a bubbly personality. 😍

#TheCircleNetflix #TheCircle 

https://t.co/lXfC2vEQVZ","['TheCircleNetflix', 'TheCircle']",set()
17400,POSITIVE,itsjess343,#THECIRCLE is back 🤩,['THECIRCLE'],set()
17401,NEGATIVE,ericaeff,The one catfishing as her dad… girl 💀 it is not going well! #TheCircle,['TheCircle'],{'playereight'}
17402,NEGATIVE,TheFireNexTime,Who is this Blackfishing girl on #thecircle?,['thecircle'],{'playereight'}
17403,NEGATIVE,ericaeff,They know this guy from TikTok??? My FYP must be different 😅 #TheCircle,['TheCircle'],set()
17404,NEGATIVE,cryptonugget11,Is Marriage Therapist even a legit title? Isn’t that called Couples Counselor? #TheCircleNetflix #thecircle,"['TheCircleNetflix', 'thecircle']",set()
17405,NEGATIVE,soleilsays,even the spice girls can tell paul ain’t real 😅 #TheCircle,['TheCircle'],"{'playereight', 'playerseven'}"
17406,POSITIVE,NurseKi,new season of #TheCircle 🤗,['TheCircle'],set()
17407,POSITIVE,matthew__ashton,"Obsessed with this season of #TheCircleNetflix for obvious reasons: Loving @OfficialMelB and @EmmaBunton have a good old giggle together! #thecircle

Anyone else living for this 90’s @spicegirls nostalgia, check out our #lego #spicegirls Brickheadz at https://t.co/raCjqx8LhW https://t.co/Ww9lSNvDj9","['TheCircleNetflix', 'thecircle', 'lego', 'spicegirls']",set()
17408,POSITIVE,Louisiana_Cat,"Love the twist of two Spice Girls catfishing. #TheCircle is such a hit because they always keeps things interesting from season to season. 
#TheCircle4 #TheCircleNetflix https://t.co/y0WmOtb5We","['TheCircle', 'TheCircle4', 'TheCircleNetflix']",{'playereight'}
17409,NEGATIVE,TrishChampagnie,"Lol now Miss Parker ma’am you are doing a real shitty job. “The three musketeers”??? Lmaoo. Yeah, “You’re done”🤣😩 #thecircle #TheCircleNetflix","['thecircle', 'TheCircleNetflix']",set()
17410,NEGATIVE,lauraleex3,The way I just GASPED at the end of episode 1 of #TheCircle,['TheCircle'],set()
17411,POSITIVE,Miss___Tori,Frank is cute #THECIRCLE,['THECIRCLE'],{'playeron'}
17412,NEGATIVE,Louisiana_Cat,"Parker posed as her dad, Paul, because she feared she wouldn’t be taken seriously. When your boobs enter a room before you do, no one is going take you seriously. Cover up, buttercup! 🙄
#TheCircle #TheCircle4 
#TheCircleNetflix https://t.co/uDsFWFwiXq","['TheCircle', 'TheCircle4', 'TheCircleNetflix']",set()
17413,POSITIVE,TrishChampagnie,First episode so far is…meh lol. I hope they know that they actually have big shoes to fill after season 3. That group was fire #thecircle #TheCircleNetflix,"['thecircle', 'TheCircleNetflix']",set()
